@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,2,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute population {a,c,n,s,v,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute ring-number {n,o,t}
@attribute veil-color {n,o,w,y}
@attribute veil-type {p,u}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-shape {e,t}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute gill-size {b,n}
@attribute cap-surface {f,g,s,y}
@attribute class {e,p}

@data
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
g,s,w,p,t,w,p,w,w,k,s,?,e,w,b,f,e
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
g,n,w,p,t,w,p,w,w,k,k,?,e,p,b,f,e
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,o,p,o,o,p,o,o,s,s,?,e,o,b,s,e
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
g,s,w,p,t,w,p,w,w,s,k,?,e,g,b,s,e
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
g,s,w,p,t,w,p,w,w,k,k,?,e,g,b,f,e
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
g,s,w,p,t,w,p,w,w,k,s,?,e,w,b,f,e
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,c,w,n,n,w,p,c,c,y,k,c,e,w,b,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
l,c,y,p,o,n,p,o,o,s,s,?,e,n,b,s,e
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
l,v,o,p,o,n,p,o,o,s,s,?,e,n,b,s,e
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
g,n,w,p,t,w,p,w,w,k,s,?,e,g,b,s,e
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
g,n,w,p,t,w,p,w,w,s,k,?,e,p,b,f,e
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
g,n,w,p,t,w,p,w,w,k,s,?,e,p,b,f,e
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
g,n,w,p,t,w,p,w,w,k,s,?,e,p,b,f,e
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
l,v,b,p,o,o,p,o,o,s,s,?,e,n,b,s,e
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
g,n,w,p,t,w,p,w,w,k,s,?,e,p,b,s,e
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
g,s,w,p,t,w,p,w,w,k,s,?,e,p,b,f,e
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
l,v,y,p,o,n,p,o,o,s,s,?,e,o,b,s,e
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,p,p,s,k,?,t,b,n,s,p
d,c,w,n,n,w,p,c,c,y,k,c,e,w,b,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,k,k,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,k,?,t,b,n,y,p
d,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,p,s,k,?,t,b,n,y,p
l,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,y,p
d,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,s,s,?,t,b,n,y,p
l,v,w,e,o,w,p,w,p,k,k,?,t,b,n,y,p
p,v,w,e,o,w,p,w,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,y,p
l,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
l,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,p,s,s,?,t,b,n,y,p
p,v,w,e,o,w,p,p,p,k,k,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,k,s,?,t,b,n,s,p
p,v,w,e,o,w,p,p,w,s,k,?,t,b,n,s,p
p,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
d,v,w,e,o,w,p,p,p,s,s,?,t,b,n,s,p
d,v,w,e,o,w,p,w,w,k,s,?,t,b,n,s,p
l,v,w,e,o,w,p,w,p,k,s,?,t,b,n,s,p
