@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R22,13,4-5,23'

@attribute habitat {d,g,l,m,p,u,w}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute class {e,p}

@data
d,k,f,f,p
d,s,t,n,e
d,s,t,n,e
u,f,t,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,s,t,n,e
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,s,t,n,e
d,s,t,n,e
g,k,f,f,p
p,k,f,f,p
d,s,t,n,e
g,k,f,f,p
d,s,t,n,e
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
l,f,f,n,e
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,s,t,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
p,k,f,f,p
p,k,f,f,p
d,s,t,n,e
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,s,t,n,e
g,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,s,t,n,e
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
u,f,t,f,p
d,s,t,n,e
d,k,f,y,p
d,s,t,n,e
d,s,f,c,p
d,s,f,c,p
l,k,f,y,p
p,k,f,f,p
g,k,f,f,p
u,f,t,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,s,t,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
u,f,t,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,s,t,f,p
g,k,f,f,p
g,s,t,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,s,t,n,e
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,s,f,c,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
l,f,f,n,e
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
w,s,t,n,e
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,s,t,n,e
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,f,f,n,e
g,k,f,f,p
d,k,f,f,p
p,s,f,s,p
d,k,f,f,p
d,y,f,n,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,s,t,n,e
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,s,t,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
w,s,t,n,e
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
l,s,t,n,p
u,s,t,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,f,t,f,p
d,s,t,n,e
d,k,f,y,p
d,k,f,f,p
g,k,f,f,p
d,s,t,n,e
w,s,t,n,e
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,f,f,n,e
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,s,t,n,e
u,f,t,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
g,k,f,f,p
w,s,t,n,e
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,s,f,y,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,s,f,c,p
g,k,f,f,p
u,f,t,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,s,t,n,e
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,s,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
u,f,t,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
l,f,f,n,e
g,k,f,f,p
p,k,f,f,p
d,y,f,n,p
p,k,f,f,p
g,s,t,f,p
w,s,t,n,e
p,k,f,y,p
d,s,f,c,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
w,s,t,n,e
d,k,f,f,p
d,k,f,f,p
l,s,f,s,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,f,f,n,e
w,s,t,n,e
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,f,t,f,p
m,s,t,n,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
d,f,f,n,e
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,s,f,c,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,s,f,y,p
w,s,t,n,e
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,s,f,c,p
g,f,t,f,p
d,s,t,n,e
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,s,t,n,e
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
u,f,t,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,f,f,n,e
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,s,t,n,e
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
u,f,t,f,p
w,s,t,n,e
d,f,f,n,e
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
w,s,t,n,e
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,s,t,n,e
d,k,f,f,p
p,k,f,f,p
g,f,t,f,p
p,k,f,f,p
p,k,f,f,p
d,s,f,c,p
d,k,f,f,p
u,s,t,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,s,t,n,p
u,f,t,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,f,f,n,e
g,k,f,f,p
d,s,t,n,e
g,k,f,f,p
g,k,f,f,p
l,s,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,s,t,n,e
g,k,f,f,p
d,s,t,n,e
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,f,c,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
w,s,t,n,e
d,k,f,f,p
d,s,f,c,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,s,t,n,e
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,s,t,n,e
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,s,t,n,e
g,s,t,f,p
p,k,f,f,p
g,f,t,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
w,s,t,n,e
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
w,s,t,n,e
g,k,f,f,p
d,y,f,n,p
d,k,f,f,p
p,k,f,f,p
p,k,f,s,p
d,k,f,f,p
p,k,f,f,p
g,f,t,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
w,s,t,n,e
d,k,f,f,p
d,y,f,n,p
d,k,f,f,p
u,f,t,f,p
d,k,f,f,p
g,k,f,f,p
w,s,t,n,e
p,k,f,f,p
p,k,f,f,p
l,s,f,n,e
d,s,f,c,p
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,s,t,n,p
g,f,t,f,p
d,s,t,n,e
m,s,t,n,p
w,s,t,n,e
g,f,t,f,p
w,s,t,n,e
p,k,f,f,p
u,s,t,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
w,s,t,n,e
w,s,t,n,e
w,s,t,n,e
d,k,f,f,p
d,s,t,n,e
p,k,f,f,p
g,k,f,f,p
g,f,t,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
l,k,f,f,p
p,k,f,f,p
w,s,t,n,e
d,s,t,n,e
g,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
m,s,t,n,p
p,k,f,f,p
d,s,f,f,p
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
w,s,t,n,e
g,s,t,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
u,s,t,f,p
d,s,f,c,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,f,f,n,e
d,f,f,n,e
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,y,p
l,k,f,y,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
w,s,t,n,e
p,k,f,f,p
p,k,f,f,p
g,s,t,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
u,f,t,f,p
g,k,f,f,p
g,k,f,f,p
d,s,f,c,p
p,k,f,f,p
d,s,t,n,e
g,k,f,f,p
p,k,f,f,p
w,s,t,n,e
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
l,f,f,n,e
w,s,t,n,e
p,k,f,f,p
g,k,f,f,p
g,f,t,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,s,p
w,s,t,n,e
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
w,s,t,n,e
d,y,f,n,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
u,f,t,f,p
w,s,t,n,e
u,f,t,f,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
u,s,t,f,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
u,f,t,f,p
w,s,t,n,e
w,s,t,n,e
w,s,t,n,e
g,s,t,n,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,f,f,n,e
g,k,f,f,p
l,s,f,y,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,y,f,n,p
g,s,t,n,p
d,k,f,f,p
d,k,f,f,p
d,f,f,n,e
g,k,f,f,p
g,k,f,f,p
g,k,f,f,p
d,k,f,f,p
w,s,t,n,e
g,k,f,f,p
g,k,f,f,p
p,k,f,f,p
p,k,f,f,p
w,s,t,n,e
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
u,f,t,f,p
d,s,f,c,p
d,k,f,f,p
d,f,f,n,e
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
u,s,t,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
l,k,f,s,p
p,k,f,f,p
p,k,f,f,p
g,s,t,f,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,k,f,f,p
d,k,f,f,p
l,k,f,y,p
w,s,t,n,e
w,s,t,n,e
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,f,t,f,p
p,k,f,f,p
u,f,t,f,p
p,k,f,f,p
p,k,f,f,p
u,f,t,f,p
g,f,t,f,p
u,s,t,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,f,f,n,e
w,s,t,n,e
g,k,f,f,p
g,k,f,f,p
l,s,f,y,p
p,k,f,f,p
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
d,s,t,n,e
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
p,k,f,f,p
d,y,f,n,p
g,k,f,f,p
l,s,f,n,e
p,k,f,f,p
p,k,f,f,p
d,k,f,f,p
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
d,k,f,f,p
p,k,f,f,p
d,k,f,f,p
g,s,t,n,p
w,s,t,n,e
p,k,f,f,p
g,k,f,f,p
w,s,t,n,e
d,k,f,f,p
u,s,t,f,p
p,k,f,s,p
d,k,f,y,p
p,k,f,y,p
l,s,t,n,p
u,s,t,f,p
l,s,f,n,e
g,k,f,f,p
d,k,f,f,p
p,k,f,f,p
w,s,t,n,e
g,s,t,f,p
g,f,t,f,p
p,s,f,y,p
l,f,f,n,e
u,f,t,f,p
g,f,t,f,p
u,f,t,f,p
g,s,t,f,p
l,s,f,n,e
d,k,f,f,p
g,f,t,f,p
u,s,t,f,p
l,s,t,n,p
u,f,t,f,p
l,s,t,n,p
g,s,t,f,p
u,f,t,f,p
d,y,f,n,p
d,s,f,s,p
d,s,f,y,p
w,s,t,n,e
w,s,t,n,e
g,s,t,f,p
m,s,t,n,p
p,k,f,f,p
g,k,f,f,p
g,s,t,n,p
p,s,f,f,p
p,k,f,y,p
d,k,f,f,p
w,s,t,n,e
l,k,f,f,p
g,k,f,f,p
d,s,f,y,p
l,f,f,n,e
p,k,f,f,p
w,s,t,n,e
w,s,t,n,e
p,k,f,f,p
m,s,t,n,p
d,y,f,n,p
l,k,f,y,p
g,s,t,f,p
g,s,t,f,p
p,k,f,f,p
g,f,t,f,p
l,k,f,f,p
g,s,t,f,p
d,y,f,n,p
w,s,t,n,e
g,f,t,f,p
g,s,t,f,p
w,s,t,n,e
p,k,f,f,p
d,y,f,n,p
w,s,t,n,e
g,k,f,f,p
g,s,t,f,p
g,s,t,f,p
g,k,f,f,p
d,k,f,f,p
w,s,t,n,e
w,s,t,n,e
g,s,t,n,p
l,f,f,n,e
w,s,t,n,e
u,s,t,f,p
g,s,t,f,p
d,k,f,f,p
u,s,t,f,p
g,s,t,f,p
l,f,f,n,e
d,s,f,y,p
d,k,f,f,p
d,f,f,n,e
p,k,f,f,p
g,s,t,n,p
u,s,t,f,p
d,s,f,s,p
w,s,t,n,e
l,k,f,f,p
p,k,f,f,p
u,f,t,f,p
w,s,t,n,e
p,k,f,f,p
g,k,f,f,p
d,k,f,f,p
g,f,t,f,p
p,s,f,f,p
d,k,f,f,p
d,k,f,f,p
d,y,f,n,p
w,s,t,n,e
g,k,f,f,p
l,s,f,y,p
u,f,t,f,p
w,s,t,n,e
p,k,f,f,p
d,s,f,y,p
u,s,t,f,p
g,s,t,f,p
m,s,t,n,p
w,s,t,n,e
u,s,t,f,p
d,s,f,y,p
w,s,t,n,e
d,k,f,f,p
w,s,t,n,e
u,f,t,f,p
w,s,t,n,e
d,y,f,n,p
g,f,t,f,p
p,s,f,f,p
d,k,f,f,p
u,s,t,f,p
l,s,f,f,p
w,s,t,n,e
l,f,f,n,e
g,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,f,p
u,f,t,f,p
l,s,t,n,p
l,f,f,n,e
d,y,f,n,p
g,f,t,f,p
d,y,f,n,p
d,k,f,f,p
w,s,t,n,e
p,k,f,f,p
p,s,f,y,p
d,k,f,f,p
p,k,f,f,p
g,s,t,n,p
g,k,f,f,p
g,f,t,f,p
g,s,t,f,p
w,s,t,n,e
p,k,f,f,p
g,f,t,f,p
m,s,t,n,p
g,f,t,f,p
w,s,t,n,e
u,s,t,f,p
d,y,f,n,p
g,s,t,f,p
d,k,f,f,p
d,y,f,n,p
u,f,t,f,p
w,s,t,n,e
d,s,f,f,p
d,s,f,y,p
l,s,f,y,p
u,s,t,f,p
w,s,t,n,e
g,k,f,f,p
w,s,t,n,e
u,s,t,f,p
l,s,f,n,e
l,s,f,s,p
g,s,t,f,p
u,s,t,f,p
d,y,f,n,p
m,s,t,n,p
p,k,f,f,p
w,s,t,n,e
l,s,t,n,p
u,s,t,f,p
d,f,f,n,e
d,f,f,n,e
w,s,t,n,e
g,s,t,f,p
d,k,f,y,p
p,k,f,f,p
g,s,t,f,p
g,s,t,f,p
w,s,t,n,e
d,k,f,y,p
g,k,f,f,p
d,k,f,f,p
w,s,t,n,e
g,f,t,f,p
l,s,f,s,p
g,s,t,f,p
l,s,f,n,e
g,s,t,f,p
p,k,f,f,p
d,f,f,n,e
p,k,f,f,p
l,k,f,f,p
l,s,f,s,p
w,s,t,n,e
u,f,t,f,p
w,s,t,n,e
w,s,t,n,e
p,k,f,f,p
d,y,f,n,p
p,s,f,s,p
w,s,t,n,e
g,s,t,f,p
g,k,f,f,p
w,s,t,n,e
m,s,t,n,p
l,f,f,n,e
p,k,f,f,p
g,s,t,f,p
l,s,f,s,p
u,s,t,f,p
u,f,t,f,p
p,s,f,f,p
d,f,f,n,e
l,s,f,s,p
g,k,f,f,p
l,s,f,y,p
g,s,t,f,p
d,k,f,f,p
u,f,t,f,p
d,y,f,n,p
u,f,t,f,p
u,f,t,f,p
l,s,f,n,e
u,s,t,f,p
p,k,f,s,p
g,s,t,n,p
p,k,f,f,p
w,s,t,n,e
g,s,t,n,p
d,y,f,n,p
p,k,f,f,p
l,f,f,n,e
l,s,f,n,e
l,k,f,y,p
u,s,t,f,p
u,f,t,f,p
g,s,t,f,p
g,f,t,f,p
d,f,f,n,e
d,k,f,f,p
u,s,t,f,p
p,s,f,f,p
g,k,f,f,p
u,f,t,f,p
u,s,t,f,p
p,k,f,f,p
p,k,f,f,p
d,s,f,f,p
d,y,f,n,p
w,s,t,n,e
d,k,f,f,p
u,f,t,f,p
l,s,f,y,p
d,k,f,f,p
d,k,f,f,p
u,s,t,f,p
m,s,t,n,p
g,k,f,f,p
w,s,t,n,e
g,s,t,f,p
g,s,t,f,p
g,f,t,f,p
d,s,f,f,p
m,s,t,n,p
u,s,t,f,p
w,s,t,n,e
p,k,f,s,p
p,k,f,f,p
u,f,t,f,p
w,s,t,n,e
u,s,t,f,p
l,f,f,n,e
w,s,t,n,e
l,f,f,n,e
w,s,t,n,e
u,s,t,f,p
w,s,t,n,e
w,s,t,n,e
g,f,t,f,p
w,s,t,n,e
g,f,t,f,p
d,y,f,n,p
u,s,t,f,p
g,k,f,f,p
p,k,f,f,p
d,y,f,n,p
p,k,f,f,p
p,k,f,f,p
l,s,f,n,e
d,k,f,y,p
g,s,t,f,p
p,k,f,f,p
g,s,t,n,p
d,k,f,f,p
g,f,t,f,p
p,k,f,f,p
g,s,t,f,p
u,s,t,f,p
p,k,f,y,p
p,k,f,f,p
w,s,t,n,e
g,k,f,f,p
w,s,t,n,e
w,s,t,n,e
w,s,t,n,e
u,s,t,f,p
d,k,f,f,p
w,s,t,n,e
w,s,t,n,e
d,k,f,f,p
m,s,t,n,p
u,f,t,f,p
g,s,t,f,p
g,s,t,f,p
p,k,f,f,p
g,s,t,f,p
u,s,t,f,p
d,f,f,n,e
g,k,f,f,p
d,k,f,f,p
g,s,t,f,p
l,s,f,n,e
u,s,t,f,p
d,f,f,n,e
p,k,f,f,p
g,k,f,f,p
m,s,t,n,p
d,k,f,y,p
l,k,f,s,p
p,k,f,f,p
w,s,t,n,e
g,f,t,f,p
g,f,t,f,p
p,s,f,y,p
u,s,t,f,p
p,s,f,y,p
g,f,t,f,p
u,s,t,f,p
g,f,t,f,p
p,k,f,f,p
p,k,f,f,p
g,k,f,f,p
g,k,f,f,p
u,f,t,f,p
u,f,t,f,p
u,s,t,f,p
g,k,f,f,p
g,f,t,f,p
d,k,f,s,p
g,s,t,f,p
w,s,t,n,e
m,s,t,n,p
p,s,f,y,p
w,s,t,n,e
u,s,t,f,p
u,s,t,f,p
d,k,f,y,p
g,s,t,f,p
l,s,f,y,p
g,s,t,n,p
d,s,f,y,p
p,k,f,f,p
d,k,f,f,p
g,k,f,f,p
m,s,t,n,p
g,f,t,f,p
w,s,t,n,e
g,s,t,f,p
w,s,t,n,e
u,f,t,f,p
p,s,f,y,p
d,k,f,f,p
p,k,f,f,p
p,k,f,f,p
w,s,t,n,e
p,k,f,f,p
d,k,f,s,p
g,f,t,f,p
d,k,f,f,p
w,s,t,n,e
m,s,t,n,p
m,s,t,n,p
p,k,f,f,p
g,k,f,f,p
d,f,f,n,e
g,f,t,f,p
g,f,t,f,p
u,s,t,f,p
p,k,f,y,p
w,s,t,n,e
w,s,t,n,e
w,s,t,n,e
g,s,t,f,p
g,k,f,f,p
l,k,f,y,p
l,s,t,n,p
g,f,t,f,p
g,f,t,f,p
l,k,f,y,p
g,s,t,f,p
d,s,f,s,p
w,s,t,n,e
d,f,f,n,e
g,k,f,f,p
d,k,f,y,p
d,k,f,f,p
l,s,f,s,p
u,f,t,f,p
d,k,f,s,p
l,f,f,n,e
u,s,t,f,p
p,k,f,f,p
