@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R498,497,491,500-501-weka.filters.unsupervised.attribute.Remove-V-R1-5'

@attribute feature-336 {'\'(-inf-244.8]\'','\'(244.8-309.6]\'','\'(309.6-374.4]\'','\'(374.4-439.2]\'','\'(439.2-504]\'','\'(504-568.8]\'','\'(568.8-633.6]\'','\'(633.6-698.4]\'','\'(698.4-763.2]\'','\'(763.2-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute feature-241 {'\'(-inf-365]\'','\'(365-397]\'','\'(397-429]\'','\'(429-461]\'','\'(461-493]\'','\'(493-525]\'','\'(525-557]\'','\'(557-589]\'','\'(589-621]\'','\'(621-inf)\''}
@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute CLASS {0,1}

@data
'\'(504-568.8]\'','\'(455.8-518]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(455.8-518]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',0
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(504-568.8]\'','\'(704.6-766.8]\'','\'(493-525]\'','\'(-inf-99.9]\'',1
'\'(698.4-763.2]\'','\'(518-580.2]\'','\'(397-429]\'','\'(299.7-399.6]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(374.4-439.2]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(568.8-633.6]\'','\'(642.4-704.6]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(199.8-299.7]\'',0
'\'(309.6-374.4]\'','\'(269.2-331.4]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',0
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(493-525]\'','\'(199.8-299.7]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(599.4-699.3]\'',0
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(504-568.8]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(633.6-698.4]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(309.6-374.4]\'','\'(455.8-518]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(429-461]\'','\'(699.3-799.2]\'',0
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',0
'\'(568.8-633.6]\'','\'(331.4-393.6]\'','\'(493-525]\'','\'(599.4-699.3]\'',0
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(309.6-374.4]\'','\'(518-580.2]\'','\'(493-525]\'','\'(499.5-599.4]\'',1
'\'(568.8-633.6]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(499.5-599.4]\'',1
'\'(633.6-698.4]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(199.8-299.7]\'',0
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(299.7-399.6]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(557-589]\'','\'(399.6-499.5]\'',1
'\'(244.8-309.6]\'','\'(518-580.2]\'','\'(525-557]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',1
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(331.4-393.6]\'','\'(461-493]\'','\'(599.4-699.3]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(269.2-331.4]\'','\'(589-621]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(642.4-704.6]\'','\'(429-461]\'','\'(199.8-299.7]\'',1
'\'(568.8-633.6]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(397-429]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(557-589]\'','\'(299.7-399.6]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(599.4-699.3]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(374.4-439.2]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',1
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(493-525]\'','\'(199.8-299.7]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(493-525]\'','\'(299.7-399.6]\'',0
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(461-493]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(493-525]\'','\'(299.7-399.6]\'',1
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(199.8-299.7]\'',0
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(461-493]\'','\'(299.7-399.6]\'',0
'\'(374.4-439.2]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(599.4-699.3]\'',0
'\'(633.6-698.4]\'','\'(518-580.2]\'','\'(397-429]\'','\'(299.7-399.6]\'',0
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(461-493]\'','\'(199.8-299.7]\'',1
'\'(633.6-698.4]\'','\'(518-580.2]\'','\'(429-461]\'','\'(299.7-399.6]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(493-525]\'','\'(299.7-399.6]\'',1
'\'(633.6-698.4]\'','\'(518-580.2]\'','\'(429-461]\'','\'(299.7-399.6]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(493-525]\'','\'(299.7-399.6]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(455.8-518]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(269.2-331.4]\'','\'(525-557]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(299.7-399.6]\'',1
'\'(568.8-633.6]\'','\'(642.4-704.6]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(589-621]\'','\'(499.5-599.4]\'',0
'\'(309.6-374.4]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(568.8-633.6]\'','\'(642.4-704.6]\'','\'(397-429]\'','\'(199.8-299.7]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(633.6-698.4]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(493-525]\'','\'(399.6-499.5]\'',0
'\'(309.6-374.4]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(599.4-699.3]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(461-493]\'','\'(499.5-599.4]\'',1
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(557-589]\'','\'(399.6-499.5]\'',1
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(365-397]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',0
'\'(439.2-504]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(299.7-399.6]\'',1
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(699.3-799.2]\'',1
'\'(309.6-374.4]\'','\'(518-580.2]\'','\'(557-589]\'','\'(299.7-399.6]\'',0
'\'(-inf-244.8]\'','\'(-inf-269.2]\'','\'(621-inf)\'','\'(699.3-799.2]\'',1
'\'(698.4-763.2]\'','\'(580.2-642.4]\'','\'(397-429]\'','\'(299.7-399.6]\'',0
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(461-493]\'','\'(199.8-299.7]\'',0
'\'(374.4-439.2]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(461-493]\'','\'(499.5-599.4]\'',1
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(429-461]\'','\'(299.7-399.6]\'',0
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(589-621]\'','\'(599.4-699.3]\'',1
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(455.8-518]\'','\'(461-493]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(269.2-331.4]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(455.8-518]\'','\'(525-557]\'','\'(299.7-399.6]\'',0
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(397-429]\'','\'(299.7-399.6]\'',0
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(199.8-299.7]\'',0
'\'(309.6-374.4]\'','\'(518-580.2]\'','\'(557-589]\'','\'(599.4-699.3]\'',0
'\'(244.8-309.6]\'','\'(269.2-331.4]\'','\'(589-621]\'','\'(599.4-699.3]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(493-525]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(557-589]\'','\'(499.5-599.4]\'',0
'\'(374.4-439.2]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(504-568.8]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(309.6-374.4]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',0
'\'(374.4-439.2]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(568.8-633.6]\'','\'(704.6-766.8]\'','\'(429-461]\'','\'(199.8-299.7]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(455.8-518]\'','\'(493-525]\'','\'(299.7-399.6]\'',0
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(299.7-399.6]\'',1
'\'(568.8-633.6]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(374.4-439.2]\'','\'(331.4-393.6]\'','\'(493-525]\'','\'(599.4-699.3]\'',0
'\'(-inf-244.8]\'','\'(455.8-518]\'','\'(589-621]\'','\'(599.4-699.3]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(374.4-439.2]\'','\'(269.2-331.4]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(461-493]\'','\'(99.9-199.8]\'',1
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(299.7-399.6]\'',0
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(493-525]\'','\'(399.6-499.5]\'',0
'\'(309.6-374.4]\'','\'(518-580.2]\'','\'(557-589]\'','\'(499.5-599.4]\'',0
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(455.8-518]\'','\'(493-525]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(599.4-699.3]\'',1
'\'(504-568.8]\'','\'(455.8-518]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(455.8-518]\'','\'(493-525]\'','\'(399.6-499.5]\'',1
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(589-621]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(397-429]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',0
'\'(244.8-309.6]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(699.3-799.2]\'',1
'\'(-inf-244.8]\'','\'(393.6-455.8]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(365-397]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(244.8-309.6]\'','\'(269.2-331.4]\'','\'(525-557]\'','\'(699.3-799.2]\'',0
'\'(504-568.8]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(633.6-698.4]\'','\'(642.4-704.6]\'','\'(429-461]\'','\'(299.7-399.6]\'',0
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(429-461]\'','\'(299.7-399.6]\'',0
'\'(309.6-374.4]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(493-525]\'','\'(499.5-599.4]\'',1
'\'(698.4-763.2]\'','\'(518-580.2]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(309.6-374.4]\'','\'(393.6-455.8]\'','\'(493-525]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(331.4-393.6]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(568.8-633.6]\'','\'(518-580.2]\'','\'(461-493]\'','\'(299.7-399.6]\'',0
'\'(633.6-698.4]\'','\'(518-580.2]\'','\'(397-429]\'','\'(299.7-399.6]\'',1
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(429-461]\'','\'(599.4-699.3]\'',1
'\'(439.2-504]\'','\'(455.8-518]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(633.6-698.4]\'','\'(393.6-455.8]\'','\'(397-429]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(642.4-704.6]\'','\'(493-525]\'','\'(299.7-399.6]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(525-557]\'','\'(299.7-399.6]\'',1
'\'(504-568.8]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(455.8-518]\'','\'(461-493]\'','\'(499.5-599.4]\'',1
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(504-568.8]\'','\'(393.6-455.8]\'','\'(461-493]\'','\'(499.5-599.4]\'',1
'\'(374.4-439.2]\'','\'(269.2-331.4]\'','\'(525-557]\'','\'(799.2-899.1]\'',1
'\'(439.2-504]\'','\'(642.4-704.6]\'','\'(493-525]\'','\'(99.9-199.8]\'',1
'\'(439.2-504]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(580.2-642.4]\'','\'(461-493]\'','\'(299.7-399.6]\'',1
'\'(568.8-633.6]\'','\'(642.4-704.6]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(518-580.2]\'','\'(429-461]\'','\'(599.4-699.3]\'',0
'\'(244.8-309.6]\'','\'(269.2-331.4]\'','\'(557-589]\'','\'(599.4-699.3]\'',1
'\'(504-568.8]\'','\'(642.4-704.6]\'','\'(429-461]\'','\'(199.8-299.7]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(493-525]\'','\'(699.3-799.2]\'',1
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(557-589]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(331.4-393.6]\'','\'(525-557]\'','\'(599.4-699.3]\'',1
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(493-525]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(393.6-455.8]\'','\'(525-557]\'','\'(399.6-499.5]\'',1
'\'(374.4-439.2]\'','\'(518-580.2]\'','\'(525-557]\'','\'(399.6-499.5]\'',0
'\'(504-568.8]\'','\'(580.2-642.4]\'','\'(493-525]\'','\'(299.7-399.6]\'',0
'\'(309.6-374.4]\'','\'(518-580.2]\'','\'(557-589]\'','\'(399.6-499.5]\'',1
'\'(244.8-309.6]\'','\'(455.8-518]\'','\'(557-589]\'','\'(499.5-599.4]\'',0
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(429-461]\'','\'(299.7-399.6]\'',0
'\'(568.8-633.6]\'','\'(580.2-642.4]\'','\'(397-429]\'','\'(399.6-499.5]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(633.6-698.4]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(309.6-374.4]\'','\'(455.8-518]\'','\'(557-589]\'','\'(499.5-599.4]\'',1
'\'(439.2-504]\'','\'(331.4-393.6]\'','\'(461-493]\'','\'(599.4-699.3]\'',0
'\'(633.6-698.4]\'','\'(455.8-518]\'','\'(429-461]\'','\'(499.5-599.4]\'',0
'\'(439.2-504]\'','\'(455.8-518]\'','\'(461-493]\'','\'(499.5-599.4]\'',0
'\'(504-568.8]\'','\'(518-580.2]\'','\'(429-461]\'','\'(399.6-499.5]\'',0
'\'(374.4-439.2]\'','\'(580.2-642.4]\'','\'(429-461]\'','\'(399.6-499.5]\'',1
'\'(568.8-633.6]\'','\'(455.8-518]\'','\'(461-493]\'','\'(399.6-499.5]\'',1
'\'(439.2-504]\'','\'(518-580.2]\'','\'(493-525]\'','\'(199.8-299.7]\'',0
'\'(374.4-439.2]\'','\'(455.8-518]\'','\'(525-557]\'','\'(599.4-699.3]\'',0
'\'(504-568.8]\'','\'(455.8-518]\'','\'(493-525]\'','\'(599.4-699.3]\'',1
'\'(309.6-374.4]\'','\'(269.2-331.4]\'','\'(557-589]\'','\'(699.3-799.2]\'',1
