@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R487,389,500,497-498,495,491,501-weka.filters.unsupervised.attribute.Remove-V-R1-8'

@attribute feature-472 {'\'(-inf-374.4]\'','\'(374.4-401.8]\'','\'(401.8-429.2]\'','\'(429.2-456.6]\'','\'(456.6-484]\'','\'(484-511.4]\'','\'(511.4-538.8]\'','\'(538.8-566.2]\'','\'(566.2-593.6]\'','\'(593.6-inf)\''}
@attribute feature-128 {'\'(-inf-443.1]\'','\'(443.1-451.2]\'','\'(451.2-459.3]\'','\'(459.3-467.4]\'','\'(467.4-475.5]\'','\'(475.5-483.6]\'','\'(483.6-491.7]\'','\'(491.7-499.8]\'','\'(499.8-507.9]\'','\'(507.9-inf)\''}
@attribute feature-105 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute feature-338 {'\'(-inf-269.2]\'','\'(269.2-331.4]\'','\'(331.4-393.6]\'','\'(393.6-455.8]\'','\'(455.8-518]\'','\'(518-580.2]\'','\'(580.2-642.4]\'','\'(642.4-704.6]\'','\'(704.6-766.8]\'','\'(766.8-inf)\''}
@attribute feature-336 {'\'(-inf-244.8]\'','\'(244.8-309.6]\'','\'(309.6-374.4]\'','\'(374.4-439.2]\'','\'(439.2-504]\'','\'(504-568.8]\'','\'(568.8-633.6]\'','\'(633.6-698.4]\'','\'(698.4-763.2]\'','\'(763.2-inf)\''}
@attribute feature-64 {'\'(-inf-269.4]\'','\'(269.4-324.8]\'','\'(324.8-380.2]\'','\'(380.2-435.6]\'','\'(435.6-491]\'','\'(491-546.4]\'','\'(546.4-601.8]\'','\'(601.8-657.2]\'','\'(657.2-712.6]\'','\'(712.6-inf)\''}
@attribute feature-241 {'\'(-inf-365]\'','\'(365-397]\'','\'(397-429]\'','\'(429-461]\'','\'(461-493]\'','\'(493-525]\'','\'(525-557]\'','\'(557-589]\'','\'(589-621]\'','\'(621-inf)\''}
@attribute CLASS {0,1}

@data
'\'(401.8-429.2]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(451.2-459.3]\'','\'(199.8-299.7]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',1
'\'(401.8-429.2]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(557-589]\'',0
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(557-589]\'',1
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(491.7-499.8]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(525-557]\'',0
'\'(511.4-538.8]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(538.8-566.2]\'','\'(459.3-467.4]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(401.8-429.2]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',1
'\'(484-511.4]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(493-525]\'',0
'\'(511.4-538.8]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(429-461]\'',1
'\'(511.4-538.8]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(763.2-inf)\'','\'(712.6-inf)\'','\'(365-397]\'',1
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(525-557]\'',0
'\'(484-511.4]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(-inf-244.8]\'','\'(269.4-324.8]\'','\'(621-inf)\'',0
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(493-525]\'',0
'\'(401.8-429.2]\'','\'(507.9-inf)\'','\'(799.2-899.1]\'','\'(269.2-331.4]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(525-557]\'',1
'\'(401.8-429.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(429.2-456.6]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(633.6-698.4]\'','\'(601.8-657.2]\'','\'(429-461]\'',1
'\'(538.8-566.2]\'','\'(451.2-459.3]\'','\'(99.9-199.8]\'','\'(704.6-766.8]\'','\'(568.8-633.6]\'','\'(601.8-657.2]\'','\'(429-461]\'',1
'\'(401.8-429.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(331.4-393.6]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(461-493]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',1
'\'(429.2-456.6]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(451.2-459.3]\'','\'(199.8-299.7]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(525-557]\'',0
'\'(511.4-538.8]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(538.8-566.2]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(518-580.2]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(525-557]\'',0
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(397-429]\'',1
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(401.8-429.2]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(525-557]\'',1
'\'(374.4-401.8]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(557-589]\'',1
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(451.2-459.3]\'','\'(199.8-299.7]\'','\'(704.6-766.8]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(493-525]\'',1
'\'(429.2-456.6]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(557-589]\'',0
'\'(484-511.4]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',1
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(429-461]\'',1
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(525-557]\'',0
'\'(538.8-566.2]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(429-461]\'',1
'\'(511.4-538.8]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(397-429]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(507.9-inf)\'','\'(799.2-899.1]\'','\'(269.2-331.4]\'','\'(244.8-309.6]\'','\'(324.8-380.2]\'','\'(589-621]\'',1
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(499.8-507.9]\'','\'(699.3-799.2]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(429-461]\'',1
'\'(511.4-538.8]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(763.2-inf)\'','\'(712.6-inf)\'','\'(365-397]\'',1
'\'(484-511.4]\'','\'(507.9-inf)\'','\'(799.2-899.1]\'','\'(455.8-518]\'','\'(244.8-309.6]\'','\'(324.8-380.2]\'','\'(525-557]\'',1
'\'(429.2-456.6]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',1
'\'(538.8-566.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(538.8-566.2]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(429.2-456.6]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(518-580.2]\'','\'(698.4-763.2]\'','\'(657.2-712.6]\'','\'(397-429]\'',0
'\'(401.8-429.2]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(244.8-309.6]\'','\'(324.8-380.2]\'','\'(525-557]\'',0
'\'(401.8-429.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(525-557]\'',0
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(493-525]\'',0
'\'(429.2-456.6]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(401.8-429.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(525-557]\'',1
'\'(511.4-538.8]\'','\'(491.7-499.8]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(493-525]\'',0
'\'(511.4-538.8]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(429-461]\'',1
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(397-429]\'',0
'\'(511.4-538.8]\'','\'(443.1-451.2]\'','\'(99.9-199.8]\'','\'(704.6-766.8]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',1
'\'(538.8-566.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(429-461]\'',1
'\'(511.4-538.8]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(642.4-704.6]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(397-429]\'',0
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(525-557]\'',0
'\'(456.6-484]\'','\'(499.8-507.9]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(244.8-309.6]\'','\'(269.4-324.8]\'','\'(589-621]\'',1
'\'(429.2-456.6]\'','\'(499.8-507.9]\'','\'(699.3-799.2]\'','\'(269.2-331.4]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(525-557]\'',1
'\'(538.8-566.2]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(525-557]\'',0
'\'(538.8-566.2]\'','\'(491.7-499.8]\'','\'(699.3-799.2]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(397-429]\'',0
'\'(511.4-538.8]\'','\'(475.5-483.6]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(580.2-642.4]\'','\'(504-568.8]\'','\'(546.4-601.8]\'','\'(461-493]\'',0
'\'(484-511.4]\'','\'(459.3-467.4]\'','\'(299.7-399.6]\'','\'(455.8-518]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(499.8-507.9]\'','\'(699.3-799.2]\'','\'(393.6-455.8]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(461-493]\'',0
'\'(511.4-538.8]\'','\'(491.7-499.8]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(-inf-244.8]\'','\'(324.8-380.2]\'','\'(557-589]\'',0
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(451.2-459.3]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(493-525]\'',0
'\'(538.8-566.2]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(633.6-698.4]\'','\'(601.8-657.2]\'','\'(365-397]\'',0
'\'(484-511.4]\'','\'(451.2-459.3]\'','\'(199.8-299.7]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(429.2-456.6]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(557-589]\'',1
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(429-461]\'',1
'\'(593.6-inf)\'','\'(483.6-491.7]\'','\'(499.5-599.4]\'','\'(580.2-642.4]\'','\'(309.6-374.4]\'','\'(324.8-380.2]\'','\'(461-493]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(493-525]\'',0
'\'(-inf-374.4]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(331.4-393.6]\'','\'(504-568.8]\'','\'(491-546.4]\'','\'(557-589]\'',1
'\'(429.2-456.6]\'','\'(499.8-507.9]\'','\'(699.3-799.2]\'','\'(-inf-269.2]\'','\'(244.8-309.6]\'','\'(324.8-380.2]\'','\'(589-621]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(493-525]\'',0
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(331.4-393.6]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(525-557]\'',1
'\'(456.6-484]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(380.2-435.6]\'','\'(493-525]\'',1
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(568.8-633.6]\'','\'(546.4-601.8]\'','\'(429-461]\'',0
'\'(511.4-538.8]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(493-525]\'',1
'\'(566.2-593.6]\'','\'(475.5-483.6]\'','\'(499.5-599.4]\'','\'(518-580.2]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(397-429]\'',0
'\'(429.2-456.6]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(633.6-698.4]\'','\'(657.2-712.6]\'','\'(429-461]\'',0
'\'(429.2-456.6]\'','\'(467.4-475.5]\'','\'(399.6-499.5]\'','\'(455.8-518]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(557-589]\'',1
'\'(511.4-538.8]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(580.2-642.4]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(633.6-698.4]\'','\'(601.8-657.2]\'','\'(365-397]\'',0
'\'(538.8-566.2]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(580.2-642.4]\'','\'(439.2-504]\'','\'(435.6-491]\'','\'(429-461]\'',0
'\'(456.6-484]\'','\'(491.7-499.8]\'','\'(599.4-699.3]\'','\'(393.6-455.8]\'','\'(374.4-439.2]\'','\'(435.6-491]\'','\'(461-493]\'',0
'\'(456.6-484]\'','\'(467.4-475.5]\'','\'(299.7-399.6]\'','\'(393.6-455.8]\'','\'(439.2-504]\'','\'(491-546.4]\'','\'(525-557]\'',0
'\'(484-511.4]\'','\'(483.6-491.7]\'','\'(599.4-699.3]\'','\'(455.8-518]\'','\'(309.6-374.4]\'','\'(380.2-435.6]\'','\'(525-557]\'',0
