@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R13,8,23'

@attribute stalk-surface-below-ring {f,k,s,y}
@attribute gill-size {b,n}
@attribute class {e,p}

@data
s,n,p
s,b,e
s,b,e
k,n,p
k,n,p
s,b,e
s,n,p
k,n,p
k,n,p
y,b,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
y,b,e
s,n,p
k,n,p
y,b,e
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
y,b,e
s,n,p
s,n,p
k,n,p
s,n,p
s,b,e
k,b,e
y,b,p
s,n,p
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
k,b,e
s,b,e
s,n,p
s,n,p
s,n,p
k,b,e
k,b,e
s,b,e
s,n,p
s,n,p
k,b,e
k,b,e
k,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,b,e
s,b,e
s,n,p
s,n,p
k,b,e
k,b,e
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
s,b,e
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
y,b,p
s,b,e
s,b,e
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
k,n,p
s,n,p
s,n,p
s,n,p
k,b,e
k,n,p
s,n,p
s,n,p
k,b,e
s,b,e
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,b,e
k,n,p
y,b,p
s,n,p
k,b,e
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,e
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
s,b,e
s,b,e
y,b,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,b,e
k,n,p
y,b,p
k,n,p
k,n,p
k,b,e
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,b,e
y,b,p
s,n,p
k,n,p
s,n,p
k,n,p
s,b,e
s,n,p
s,n,p
k,b,e
s,n,p
s,n,p
s,n,p
k,b,e
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
k,n,p
s,n,p
k,n,p
k,n,p
s,b,e
k,b,e
s,b,e
k,b,e
s,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,b,e
s,n,p
k,n,p
y,b,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,n,p
s,n,p
s,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
s,b,e
k,n,p
k,n,p
k,n,p
y,b,p
s,b,e
k,n,p
k,n,p
k,b,e
k,n,p
k,n,p
s,b,e
k,n,p
k,n,p
s,b,e
k,n,p
k,n,p
s,n,p
s,n,p
s,b,e
s,b,e
k,b,e
s,n,p
s,b,e
k,n,p
s,n,p
s,b,e
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
y,b,e
s,n,p
k,n,p
s,n,p
s,n,p
s,b,e
k,n,p
s,b,e
k,n,p
k,b,e
s,b,e
s,n,p
s,n,p
k,b,e
s,n,p
s,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,b,e
k,n,p
s,n,p
k,b,e
s,b,e
s,b,e
s,n,p
s,n,p
k,n,p
s,b,e
k,n,p
s,b,e
k,b,e
y,b,p
k,b,e
k,n,p
s,b,e
s,b,e
s,b,e
k,b,e
s,n,p
k,n,p
s,b,e
k,n,p
k,n,p
k,n,p
k,n,p
s,b,e
k,b,e
s,b,e
s,n,p
k,n,p
s,n,p
s,n,p
s,b,e
s,n,p
s,b,e
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
s,n,p
s,b,e
k,n,p
k,n,p
k,b,e
s,n,p
y,b,p
s,b,e
k,n,p
s,n,p
k,n,p
k,b,e
s,b,e
k,n,p
s,b,e
k,n,p
s,n,p
s,b,e
k,n,p
s,b,e
k,n,p
k,b,e
s,b,e
s,n,p
k,n,p
s,b,e
y,b,p
k,n,p
k,n,p
s,n,p
k,n,p
s,b,e
s,n,p
y,b,e
s,b,e
k,n,p
y,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
s,b,e
k,n,p
k,n,p
s,n,p
k,b,e
s,b,e
k,n,p
s,n,p
s,b,e
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
k,b,e
k,n,p
s,n,p
s,n,p
k,b,e
k,n,p
k,n,p
s,n,p
y,b,p
s,n,p
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
k,n,p
k,n,p
s,n,p
k,n,p
s,b,e
s,b,e
y,b,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
y,b,p
k,n,p
s,b,e
k,n,p
s,b,e
k,n,p
k,n,p
s,b,e
s,b,e
s,n,p
s,b,e
s,b,e
k,b,e
k,n,p
k,n,p
s,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,n,p
s,n,p
s,n,p
k,n,p
s,b,e
y,n,p
y,b,p
s,n,p
s,b,e
k,n,p
k,b,e
k,b,e
s,n,p
s,b,e
s,b,e
s,b,e
s,b,e
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,b,e
y,b,p
s,n,p
s,b,e
k,n,p
k,b,e
k,b,e
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,b,e
k,n,p
k,b,e
y,n,p
k,n,p
k,n,p
s,b,e
s,b,e
k,n,p
s,b,e
s,n,p
k,n,p
s,n,p
s,b,e
s,b,e
s,b,e
k,n,p
s,b,e
s,b,e
s,n,p
s,b,e
s,n,p
s,n,p
s,n,p
s,b,e
s,n,p
s,n,p
s,b,e
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,n,p
s,b,e
s,n,p
k,n,p
s,b,e
k,n,p
k,b,e
s,b,e
s,n,p
s,n,p
s,b,e
k,b,e
s,b,e
s,b,e
k,n,p
s,n,p
y,b,e
k,b,e
k,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
k,n,p
s,n,p
s,b,e
k,n,p
s,n,p
k,n,p
s,b,e
k,b,e
y,b,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,b,e
y,b,p
s,b,e
k,n,p
y,n,p
s,n,p
y,b,p
s,b,e
k,n,p
s,n,p
s,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,b,e
k,b,e
k,b,e
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
s,b,e
s,n,p
s,b,e
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,b,e
s,b,e
k,b,e
k,n,p
s,b,e
s,n,p
k,b,e
s,b,e
k,n,p
s,b,e
k,b,e
y,b,e
k,b,e
k,b,e
y,b,p
s,b,e
k,n,p
k,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
k,n,p
s,b,e
s,n,p
k,b,e
k,n,p
s,n,p
s,b,e
k,n,p
k,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,n,p
k,n,p
s,b,e
s,n,p
s,b,e
k,n,p
k,n,p
s,n,p
y,b,e
s,n,p
s,n,p
s,b,e
k,n,p
s,n,p
s,b,e
k,n,p
k,n,p
s,n,p
s,n,p
k,b,e
s,n,p
k,n,p
s,b,e
s,b,e
s,b,e
k,n,p
k,n,p
k,n,p
k,b,e
s,n,p
k,n,p
k,b,e
k,n,p
s,n,p
k,n,p
s,b,e
k,n,p
k,n,p
y,n,p
k,n,p
s,b,e
s,n,p
k,b,e
s,n,p
k,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,n,p
s,b,e
k,n,p
k,n,p
s,b,e
s,n,p
s,b,e
s,n,p
s,n,p
s,n,p
s,n,p
s,b,e
s,b,e
k,n,p
k,n,p
k,b,e
s,b,e
s,n,p
s,n,p
s,b,e
k,b,e
k,b,e
s,n,p
s,n,p
y,b,p
s,b,e
k,n,p
k,n,p
k,n,p
s,b,e
s,b,e
s,b,e
k,b,e
s,b,e
s,n,p
s,n,p
s,n,p
k,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
k,b,e
s,n,p
s,n,p
k,b,e
k,n,p
s,b,e
s,b,e
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,b,e
s,b,e
k,n,p
s,n,p
s,n,p
k,b,e
k,n,p
k,b,e
k,n,p
k,b,e
k,n,p
k,n,p
s,b,e
s,n,p
k,n,p
s,b,e
s,b,e
s,n,p
s,n,p
s,b,e
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,b,e
s,b,e
k,n,p
s,b,e
y,b,e
s,n,p
s,b,e
s,b,e
y,n,p
s,n,p
k,n,p
y,b,p
s,b,e
k,n,p
k,b,e
s,n,p
y,b,p
s,n,p
s,b,e
y,b,e
s,n,p
s,n,p
k,b,e
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
s,n,p
y,b,p
s,n,p
s,b,e
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,b,e
k,n,p
y,n,p
s,b,e
s,b,e
s,n,p
k,b,e
s,b,e
s,b,e
k,b,e
k,b,e
k,b,e
s,b,e
s,n,p
s,n,p
s,b,e
s,b,e
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,b,e
k,n,p
s,b,e
s,b,e
k,b,e
s,n,p
s,b,e
k,n,p
s,n,p
k,n,p
s,b,e
s,n,p
k,n,p
k,b,e
k,n,p
k,n,p
s,n,p
s,b,e
k,b,e
s,n,p
y,b,e
k,n,p
s,n,p
s,b,e
k,b,e
s,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,n,p
s,b,e
s,b,e
k,n,p
s,n,p
k,n,p
k,b,e
s,n,p
s,b,e
s,n,p
k,n,p
s,n,p
y,b,p
k,n,p
s,b,e
s,n,p
y,b,p
s,n,p
s,b,e
s,n,p
k,b,e
k,b,e
s,b,e
k,n,p
s,b,e
s,b,e
s,n,p
k,n,p
k,b,e
s,b,e
k,n,p
y,b,p
s,n,p
k,n,p
s,b,e
s,n,p
s,b,e
k,n,p
s,n,p
s,b,e
s,b,e
k,b,e
s,b,e
k,n,p
s,b,e
s,b,e
k,n,p
s,b,e
s,n,p
k,b,e
s,n,p
s,b,e
k,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,n,p
k,b,e
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,n,p
s,n,p
s,n,p
s,b,e
s,b,e
k,b,e
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,n,p
s,n,p
s,b,e
s,b,e
k,b,e
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
s,b,e
y,b,e
s,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,b,e
k,b,e
k,b,e
k,n,p
s,n,p
s,b,e
s,n,p
s,b,e
k,n,p
k,n,p
k,n,p
s,b,e
s,b,e
s,n,p
s,b,e
s,n,p
s,b,e
y,b,p
s,b,e
k,b,e
s,b,e
k,n,p
s,b,e
k,b,e
k,n,p
k,b,e
s,b,e
s,n,p
k,b,e
s,b,e
k,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,n,p
k,b,e
k,n,p
y,b,e
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,b,e
s,b,e
y,b,p
s,n,p
s,n,p
s,b,e
s,b,e
s,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,b,e
k,b,e
k,b,e
s,b,e
s,b,e
s,b,e
s,n,p
k,b,e
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
k,b,e
s,n,p
k,n,p
k,n,p
s,b,e
s,b,e
s,b,e
s,n,p
s,b,e
k,b,e
s,b,e
s,b,e
k,n,p
s,b,e
s,n,p
y,b,p
s,n,p
k,b,e
y,b,e
s,b,e
y,b,e
k,n,p
s,b,e
k,n,p
s,n,p
s,b,e
k,n,p
s,b,e
s,b,e
k,n,p
s,b,e
k,n,p
s,n,p
s,b,e
s,b,e
y,b,e
s,b,e
s,b,e
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,b,e
s,b,e
s,n,p
s,b,e
s,b,e
k,b,e
s,n,p
k,b,e
k,b,e
k,b,e
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,b,e
s,n,p
s,n,p
s,b,e
k,b,e
k,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,b,e
k,n,p
s,b,e
k,n,p
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
s,n,p
s,b,e
k,n,p
k,n,p
s,n,p
k,n,p
k,b,e
s,b,e
k,n,p
s,b,e
s,b,e
s,b,e
s,b,e
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,b,e
s,n,p
s,b,e
k,n,p
s,b,e
s,b,e
s,b,e
k,n,p
s,b,e
k,n,p
s,b,e
k,b,e
s,b,e
s,b,e
s,b,e
s,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,b,e
k,b,e
s,b,e
s,n,p
s,b,e
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,b,e
y,b,p
s,b,e
k,n,p
k,n,p
k,b,e
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
s,b,e
s,b,e
s,b,e
s,n,p
s,b,e
s,b,e
s,b,e
s,b,e
k,n,p
y,b,p
s,b,e
k,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,b,e
k,n,p
s,b,e
