@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R15,13,9,20,8,5,23'

@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute gill-size {b,n}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute class {e,p}

@data
w,s,p,k,b,n,e
g,s,w,k,b,n,e
w,s,w,k,b,n,e
w,s,n,n,b,n,e
b,k,h,h,b,f,p
w,s,u,n,b,n,e
g,s,u,k,b,n,e
g,s,n,n,b,n,e
g,s,u,n,b,n,e
p,s,p,n,b,n,e
g,s,w,n,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
g,s,p,k,b,n,e
p,s,w,k,b,n,e
g,s,n,n,b,n,e
w,s,u,n,b,n,e
p,s,p,k,b,n,e
g,s,p,n,b,n,e
w,s,u,k,b,n,e
p,s,n,n,b,n,e
g,s,p,n,b,n,e
p,s,n,n,b,n,e
g,s,n,k,b,n,e
w,s,n,k,b,n,e
p,s,w,n,b,n,e
g,s,w,k,b,n,e
w,s,u,k,b,n,e
w,s,n,n,b,n,e
w,s,w,n,b,n,e
g,s,u,n,b,n,e
w,s,u,k,b,n,e
g,s,u,n,b,n,e
w,s,n,n,b,n,e
g,s,w,k,b,n,e
g,s,p,n,b,n,e
p,s,u,n,b,n,e
g,s,n,k,b,n,e
p,s,u,k,b,n,e
p,s,w,k,b,n,e
p,s,u,n,b,n,e
w,s,w,n,b,n,e
p,s,u,k,b,n,e
p,s,u,k,b,n,e
p,s,w,n,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
p,s,u,n,b,n,e
w,s,p,n,b,n,e
w,s,u,n,b,n,e
w,s,w,n,b,n,e
g,s,u,k,b,n,e
p,s,w,k,b,n,e
p,s,w,k,b,n,e
p,s,w,k,b,n,e
w,s,w,n,b,n,e
w,s,p,k,b,n,e
n,k,h,h,b,f,p
w,s,w,k,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
w,s,u,k,b,n,e
p,s,u,k,b,n,e
g,s,n,k,b,n,e
p,s,n,k,b,n,e
w,s,w,k,b,n,e
p,s,u,n,b,n,e
p,s,n,k,b,n,e
n,k,h,h,b,f,p
g,s,u,n,b,n,e
n,k,p,h,b,f,p
w,s,g,k,n,c,p
p,s,u,n,b,n,e
p,s,u,n,b,n,e
w,s,p,k,b,n,e
w,s,p,k,b,n,e
p,k,h,h,b,f,p
w,s,w,n,b,n,e
g,s,u,k,b,n,e
g,s,u,n,b,n,e
w,s,p,n,n,c,p
g,s,u,n,b,n,e
w,s,u,k,b,n,e
n,k,g,h,b,f,p
b,k,g,h,b,f,p
w,s,p,n,b,n,e
w,s,n,k,b,n,e
w,s,w,k,b,n,e
g,s,w,k,b,n,e
g,s,w,n,b,n,e
p,s,u,n,b,n,e
p,s,w,n,b,n,e
w,s,p,k,b,n,e
w,s,u,k,n,c,p
b,k,g,h,b,f,p
p,s,p,n,b,n,e
p,s,w,k,b,n,e
w,s,w,k,b,n,e
p,s,w,n,b,n,e
p,s,u,k,b,n,e
w,s,w,n,b,n,e
p,k,h,h,b,f,p
p,s,w,n,b,n,e
p,s,p,n,b,n,e
w,s,p,n,n,c,p
p,s,p,k,b,n,e
g,s,p,k,b,n,e
p,k,p,h,b,f,p
p,k,p,h,b,f,p
g,s,u,k,b,n,e
g,s,p,k,b,n,e
w,s,w,n,b,n,e
w,s,p,n,b,n,e
p,s,n,k,b,n,e
w,s,n,n,n,c,p
w,s,p,k,b,n,e
w,s,u,k,b,n,e
p,s,p,k,b,n,e
g,s,n,k,b,n,e
w,s,p,k,n,c,p
g,s,w,n,b,n,e
p,s,u,n,b,n,e
p,s,p,n,b,n,e
w,s,p,k,b,n,e
w,s,u,n,n,c,p
w,s,n,k,n,c,p
g,s,u,k,b,n,e
n,k,p,h,b,f,p
w,s,g,k,n,c,p
b,k,g,h,b,f,p
p,s,n,n,b,n,e
b,k,g,h,b,f,p
g,s,u,n,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
w,s,p,n,n,c,p
b,k,g,h,b,f,p
w,s,u,k,b,n,e
w,s,w,k,b,n,e
p,s,n,k,b,n,e
p,k,p,h,b,f,p
g,s,p,n,b,n,e
b,k,h,h,b,f,p
g,s,n,n,b,n,e
w,s,u,k,b,n,e
b,k,g,h,b,f,p
w,s,u,k,b,n,e
w,s,u,n,b,n,e
g,s,p,n,b,n,e
p,k,g,h,b,f,p
w,s,p,n,b,n,e
p,s,u,k,b,n,e
p,k,p,h,b,f,p
w,s,u,k,b,n,e
b,k,h,h,b,f,p
g,s,w,n,b,n,e
n,k,h,h,b,f,p
p,k,g,h,b,f,p
b,k,g,h,b,f,p
g,s,u,n,b,n,e
b,k,p,h,b,f,p
p,s,u,n,b,n,e
w,s,g,n,n,c,p
g,s,w,k,b,n,e
w,s,p,n,n,c,p
g,s,n,n,b,n,e
g,s,u,n,b,n,e
w,s,p,k,b,n,e
p,s,n,k,b,n,e
p,k,p,h,b,f,p
n,k,g,h,b,f,p
w,s,g,k,n,c,p
p,s,u,k,b,n,e
g,s,w,k,b,n,e
p,s,u,k,b,n,e
g,s,w,k,b,n,e
b,k,p,h,b,f,p
w,s,u,k,n,c,p
p,s,w,k,b,n,e
w,s,n,n,b,n,e
p,s,n,k,b,n,e
p,s,w,n,b,n,e
p,s,p,k,b,n,e
w,s,n,k,b,n,e
p,s,n,k,b,n,e
w,s,u,k,n,c,p
w,s,n,n,n,c,p
g,s,u,k,b,n,e
w,s,w,n,b,n,e
b,k,p,h,b,f,p
g,s,n,k,b,n,e
w,s,p,k,n,c,p
p,s,n,n,b,n,e
p,s,n,k,b,n,e
p,s,p,n,b,n,e
g,s,w,n,b,n,e
w,s,w,n,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
p,s,p,k,b,n,e
p,s,u,n,b,n,e
p,s,u,k,b,n,e
p,s,p,k,b,n,e
w,s,p,k,b,n,e
p,s,p,n,b,n,e
n,k,g,h,b,f,p
w,s,u,n,b,n,e
p,s,p,k,b,n,e
b,k,p,h,b,f,p
p,s,w,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,n,k,b,n,e
w,s,g,n,n,c,p
w,s,n,n,n,c,p
w,s,n,k,b,n,e
p,s,u,k,b,n,e
p,s,n,n,b,n,e
p,k,h,h,b,f,p
w,s,p,n,b,n,e
p,s,n,k,b,n,e
w,s,u,k,b,n,e
w,s,g,n,n,c,p
p,s,n,k,b,n,e
g,s,u,k,b,n,e
b,k,g,h,b,f,p
g,s,w,k,b,n,e
b,k,p,h,b,f,p
w,s,g,k,n,c,p
w,s,w,k,b,n,e
p,k,g,h,b,f,p
w,s,g,n,n,c,p
p,k,p,h,b,f,p
g,s,w,n,b,n,e
p,k,p,h,b,f,p
w,s,u,n,n,c,p
g,s,n,n,b,n,e
p,s,p,k,b,n,e
w,s,n,n,b,n,e
n,k,p,h,b,f,p
w,s,g,k,n,c,p
p,s,p,n,b,n,e
p,s,w,k,b,n,e
g,s,w,k,b,n,e
g,s,n,k,b,n,e
p,k,g,h,b,f,p
w,s,u,n,b,n,e
w,s,u,k,n,c,p
w,s,n,k,n,c,p
w,s,w,n,b,n,e
w,s,p,n,b,n,e
p,s,u,k,b,n,e
w,s,u,k,b,n,e
b,k,g,h,b,f,p
b,k,p,h,b,f,p
w,s,p,k,b,n,e
n,k,g,h,b,f,p
w,s,u,k,n,c,p
w,s,p,n,b,n,e
n,k,p,h,b,f,p
p,s,u,k,b,n,e
g,s,n,n,b,n,e
w,s,u,k,b,n,e
p,s,w,k,b,n,e
p,s,w,n,b,n,e
b,k,p,h,b,f,p
p,s,u,n,b,n,e
b,k,h,h,b,f,p
w,s,u,n,b,n,e
w,s,p,k,b,n,e
g,s,w,n,b,n,e
p,k,g,h,b,f,p
g,s,u,k,b,n,e
p,s,u,k,b,n,e
n,k,h,h,b,f,p
w,s,u,n,n,c,p
g,s,w,k,b,n,e
b,k,g,h,b,f,p
g,s,w,n,b,n,e
p,s,n,n,b,n,e
g,s,n,k,b,n,e
p,s,u,n,b,n,e
g,s,w,k,b,n,e
g,s,p,n,b,n,e
w,s,g,k,n,c,p
w,s,u,n,b,n,e
g,s,w,n,b,n,e
g,s,n,n,b,n,e
p,s,n,n,b,n,e
w,s,w,k,b,n,e
g,s,n,n,b,n,e
p,s,u,n,b,n,e
b,k,p,h,b,f,p
w,s,p,k,n,c,p
g,s,u,k,b,n,e
w,s,w,k,b,n,e
g,s,n,n,b,n,e
b,k,h,h,b,f,p
w,s,u,n,n,c,p
n,k,p,h,b,f,p
p,s,n,k,b,n,e
n,k,h,h,b,f,p
w,s,p,n,b,n,e
p,s,p,n,b,n,e
w,s,w,k,b,n,e
b,k,h,h,b,f,p
w,s,p,k,b,n,e
p,s,n,k,b,n,e
w,s,p,k,n,c,p
n,k,g,h,b,f,p
g,s,n,k,b,n,e
p,k,g,h,b,f,p
n,k,g,h,b,f,p
g,s,u,n,b,n,e
n,k,g,h,b,f,p
g,s,u,n,b,n,e
p,s,u,k,b,n,e
p,s,p,n,b,n,e
p,s,u,k,b,n,e
w,s,n,n,n,c,p
g,s,w,k,b,n,e
g,s,n,n,b,n,e
w,s,n,n,b,n,e
p,s,u,k,b,n,e
w,s,g,n,n,c,p
p,k,p,h,b,f,p
p,s,p,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,n,c,p
p,s,u,n,b,n,e
n,k,h,h,b,f,p
n,k,h,h,b,f,p
p,s,w,n,b,n,e
w,s,p,n,b,n,e
w,s,u,n,n,c,p
n,k,g,h,b,f,p
w,s,p,n,n,c,p
w,s,w,k,b,n,e
p,s,w,k,b,n,e
p,s,n,n,b,n,e
b,k,p,h,b,f,p
w,s,w,k,b,n,e
w,s,p,k,n,c,p
n,k,g,h,b,f,p
g,s,p,n,b,n,e
p,s,w,n,b,n,e
n,k,p,h,b,f,p
p,k,h,h,b,f,p
w,s,p,k,n,c,p
g,s,u,k,b,n,e
p,k,p,h,b,f,p
g,s,w,n,b,n,e
w,s,u,n,b,n,e
g,s,p,n,b,n,e
g,s,p,n,b,n,e
g,s,p,k,b,n,e
w,s,p,k,b,n,e
g,s,w,n,b,n,e
w,s,n,k,n,c,p
g,s,n,n,b,n,e
w,s,u,k,b,n,e
w,s,n,n,n,c,p
p,s,w,k,b,n,e
w,s,n,k,b,n,e
p,k,h,h,b,f,p
p,s,n,n,b,n,e
p,k,h,h,b,f,p
w,s,w,n,b,n,e
g,s,u,n,b,n,e
g,s,w,n,b,n,e
n,k,g,h,b,f,p
p,s,n,n,b,n,e
w,s,p,k,n,c,p
p,s,n,n,b,n,e
p,s,p,k,b,n,e
p,s,u,n,b,n,e
w,s,n,n,b,n,e
g,s,p,n,b,n,e
g,s,u,n,b,n,e
p,k,h,h,b,f,p
p,s,u,k,b,n,e
g,s,w,n,b,n,e
p,s,w,n,b,n,e
g,s,p,n,b,n,e
g,s,p,k,b,n,e
g,s,n,k,b,n,e
w,s,p,n,b,n,e
p,s,w,k,b,n,e
w,s,u,n,n,c,p
n,k,p,h,b,f,p
w,s,n,n,b,n,e
g,s,u,n,b,n,e
w,s,g,k,n,c,p
w,s,g,n,n,c,p
b,k,g,h,b,f,p
p,s,p,k,b,n,e
p,s,u,k,b,n,e
w,s,p,k,n,c,p
p,s,n,n,b,n,e
p,s,n,k,b,n,e
p,k,g,h,b,f,p
p,s,w,k,b,n,e
g,s,p,k,b,n,e
w,s,g,k,n,c,p
g,s,n,n,b,n,e
n,k,g,h,b,f,p
g,s,n,k,b,n,e
n,k,p,h,b,f,p
g,s,u,k,b,n,e
p,s,n,k,b,n,e
p,s,n,n,b,n,e
g,s,u,k,b,n,e
w,s,u,k,n,c,p
w,s,w,n,b,n,e
w,s,n,k,b,n,e
b,k,h,h,b,f,p
p,s,w,n,b,n,e
w,s,g,n,n,c,p
n,k,h,h,b,f,p
g,s,u,k,b,n,e
w,s,u,n,b,n,e
p,s,n,k,b,n,e
p,s,u,n,b,n,e
w,s,p,k,n,c,p
p,k,p,h,b,f,p
w,s,u,n,n,c,p
w,s,n,n,b,n,e
p,s,w,n,b,n,e
n,k,h,h,b,f,p
n,k,h,h,b,f,p
p,s,p,n,b,n,e
w,s,g,n,n,c,p
w,s,u,k,n,c,p
g,s,w,k,b,n,e
p,s,p,n,b,n,e
g,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,g,n,n,c,p
n,k,p,h,b,f,p
w,s,w,k,b,n,e
p,s,u,n,b,n,e
g,s,u,k,b,n,e
p,s,u,n,b,n,e
p,s,n,n,b,n,e
g,s,w,k,b,n,e
n,k,g,h,b,f,p
p,s,p,k,b,n,e
w,s,p,n,n,c,p
p,s,w,n,b,n,e
g,s,u,k,b,n,e
w,s,u,n,b,n,e
w,s,u,k,b,n,e
w,s,p,k,b,n,e
w,s,n,n,b,n,e
w,s,n,n,n,c,p
p,k,g,h,b,f,p
w,s,n,k,n,c,p
g,s,w,n,b,n,e
w,s,w,n,b,n,e
w,s,n,n,n,c,p
p,s,w,k,b,n,e
w,s,g,k,n,c,p
w,s,n,n,b,n,e
w,s,n,k,n,c,p
p,s,n,n,b,n,e
n,k,g,h,b,f,p
w,s,n,k,n,c,p
g,s,n,n,b,n,e
p,k,g,h,b,f,p
w,s,p,k,n,c,p
w,s,u,k,b,n,e
w,s,p,n,n,c,p
w,s,p,n,b,n,e
w,s,w,k,b,n,e
w,s,n,n,b,n,e
w,s,u,k,b,n,e
g,s,u,n,b,n,e
w,s,n,n,n,c,p
p,s,w,k,b,n,e
g,s,u,n,b,n,e
w,s,w,n,b,n,e
g,s,n,n,b,n,e
g,s,n,k,b,n,e
p,k,g,h,b,f,p
w,s,p,n,n,c,p
g,s,w,k,b,n,e
w,s,w,n,b,n,e
w,s,g,k,n,c,p
w,s,n,k,b,n,e
w,s,n,k,b,n,e
w,s,u,k,b,n,e
b,k,p,h,b,f,p
w,s,p,k,n,c,p
w,s,n,n,b,n,e
g,s,p,n,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
w,s,n,k,b,n,e
n,k,g,h,b,f,p
w,s,w,k,b,n,e
w,s,p,n,b,n,e
w,s,g,n,n,c,p
p,s,u,n,b,n,e
p,k,h,h,b,f,p
g,s,u,k,b,n,e
p,k,h,h,b,f,p
p,s,u,k,b,n,e
w,s,n,n,n,c,p
p,s,w,n,b,n,e
w,s,p,n,n,c,p
w,s,u,n,n,c,p
w,s,n,n,b,n,e
w,s,u,n,n,c,p
b,k,g,h,b,f,p
g,s,u,n,b,n,e
p,s,p,k,b,n,e
w,s,u,k,b,n,e
b,k,p,h,b,f,p
w,s,n,n,n,c,p
b,k,g,h,b,f,p
w,s,u,n,n,c,p
w,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,g,k,n,c,p
w,s,w,k,b,n,e
p,s,w,k,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
g,s,n,k,b,n,e
w,s,n,k,n,c,p
g,s,p,n,b,n,e
p,k,h,h,b,f,p
p,s,p,n,b,n,e
g,s,n,n,b,n,e
w,s,p,n,n,c,p
w,s,n,n,n,c,p
p,s,u,n,b,n,e
p,s,p,k,b,n,e
g,s,u,k,b,n,e
b,k,h,h,b,f,p
w,s,u,k,b,n,e
w,s,n,k,b,n,e
g,s,u,n,b,n,e
w,s,p,k,n,c,p
p,s,p,n,b,n,e
p,k,h,h,b,f,p
p,s,u,k,b,n,e
g,s,u,k,b,n,e
p,s,n,k,b,n,e
w,s,u,n,n,c,p
w,s,p,n,n,c,p
w,s,w,k,b,n,e
w,s,p,k,b,n,e
g,s,u,k,b,n,e
b,k,h,h,b,f,p
g,s,w,k,b,n,e
n,k,p,h,b,f,p
p,s,w,n,b,n,e
p,k,h,h,b,f,p
w,s,u,n,b,n,e
w,s,u,k,b,n,e
w,s,w,n,b,n,e
n,k,h,h,b,f,p
g,s,u,k,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
w,s,u,k,n,c,p
p,s,p,k,b,n,e
p,s,n,k,b,n,e
g,s,u,n,b,n,e
p,s,n,k,b,n,e
w,s,u,k,b,n,e
n,k,p,h,b,f,p
w,s,n,k,b,n,e
n,k,g,h,b,f,p
w,s,n,k,b,n,e
p,s,p,n,b,n,e
p,k,h,h,b,f,p
p,s,w,n,b,n,e
p,k,p,h,b,f,p
p,s,w,k,b,n,e
w,s,g,n,n,c,p
w,s,u,k,b,n,e
w,s,u,k,b,n,e
w,s,n,k,b,n,e
w,s,n,k,b,n,e
g,s,w,n,b,n,e
w,s,n,k,n,c,p
p,k,h,h,b,f,p
w,s,w,n,b,n,e
g,s,w,n,b,n,e
w,s,u,n,n,c,p
g,s,p,n,b,n,e
w,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,w,k,b,n,e
g,s,n,n,b,n,e
w,s,p,n,n,c,p
g,s,n,k,b,n,e
p,k,p,h,b,f,p
w,s,p,k,b,n,e
g,s,p,k,b,n,e
w,s,n,k,n,c,p
w,s,p,n,b,n,e
w,s,w,n,b,n,e
n,k,g,h,b,f,p
p,s,w,n,b,n,e
g,s,u,n,b,n,e
g,s,n,k,b,n,e
w,s,n,n,n,c,p
p,k,h,h,b,f,p
w,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,p,n,n,c,p
g,s,u,n,b,n,e
w,s,n,k,b,n,e
w,s,u,k,b,n,e
w,s,n,n,b,n,e
p,s,w,n,b,n,e
p,s,u,n,b,n,e
w,s,p,k,n,c,p
p,s,p,k,b,n,e
n,k,p,h,b,f,p
w,s,p,n,n,c,p
w,s,w,k,b,n,e
n,k,p,h,b,f,p
w,s,n,k,n,c,p
g,s,p,k,b,n,e
g,s,u,k,b,n,e
p,s,w,n,b,n,e
w,s,w,n,b,n,e
n,k,p,h,b,f,p
w,s,u,n,b,n,e
p,k,p,h,b,f,p
w,s,u,n,b,n,e
g,s,w,n,b,n,e
p,k,p,h,b,f,p
g,s,p,k,b,n,e
n,k,g,h,b,f,p
g,s,u,n,b,n,e
w,s,u,n,b,n,e
g,s,p,k,b,n,e
w,s,n,n,b,n,e
w,s,n,k,b,n,e
p,s,n,n,b,n,e
g,s,w,n,b,n,e
w,s,p,n,b,n,e
b,k,g,h,b,f,p
g,s,u,k,b,n,e
w,s,n,k,n,c,p
w,s,w,n,b,n,e
g,s,w,k,b,n,e
g,s,p,k,b,n,e
p,s,p,k,b,n,e
p,s,p,n,b,n,e
g,s,p,n,b,n,e
w,s,g,k,n,c,p
p,s,n,n,b,n,e
g,s,n,k,b,n,e
g,s,w,k,b,n,e
n,k,g,h,b,f,p
p,s,w,n,b,n,e
g,s,n,k,b,n,e
b,k,g,h,b,f,p
g,s,n,k,b,n,e
b,k,h,h,b,f,p
p,s,w,k,b,n,e
w,s,w,k,b,n,e
w,s,p,k,b,n,e
g,s,u,k,b,n,e
n,k,p,h,b,f,p
w,s,g,k,n,c,p
n,k,p,h,b,f,p
b,k,p,h,b,f,p
b,k,p,h,b,f,p
w,s,u,k,b,n,e
n,k,g,h,b,f,p
p,s,p,k,b,n,e
g,s,w,n,b,n,e
g,s,n,k,b,n,e
b,k,p,h,b,f,p
w,s,n,k,b,n,e
w,s,u,n,n,c,p
w,s,w,n,b,n,e
p,s,n,k,b,n,e
g,s,n,k,b,n,e
w,s,p,n,b,n,e
n,k,h,h,b,f,p
n,k,h,h,b,f,p
g,s,n,k,b,n,e
w,s,u,n,b,n,e
p,k,p,h,b,f,p
g,s,w,n,b,n,e
w,s,g,n,n,c,p
w,s,n,n,b,n,e
p,s,n,k,b,n,e
n,k,g,h,b,f,p
g,s,w,k,b,n,e
w,s,u,k,n,c,p
p,k,h,h,b,f,p
p,s,n,n,b,n,e
b,k,g,h,b,f,p
g,s,p,k,b,n,e
w,s,u,n,b,n,e
p,s,w,n,b,n,e
p,s,w,n,b,n,e
p,s,u,n,b,n,e
g,s,p,k,b,n,e
g,s,u,k,b,n,e
w,s,n,k,b,n,e
n,k,p,h,b,f,p
p,s,u,k,b,n,e
w,s,u,n,b,n,e
b,k,g,h,b,f,p
b,k,p,h,b,f,p
n,k,p,h,b,f,p
p,s,u,n,b,n,e
p,s,p,k,b,n,e
n,k,p,h,b,f,p
b,k,p,h,b,f,p
b,k,p,h,b,f,p
w,s,w,n,b,n,e
w,s,n,n,n,c,p
p,s,n,n,b,n,e
b,k,h,h,b,f,p
p,s,u,n,b,n,e
p,s,u,k,b,n,e
b,k,h,h,b,f,p
w,s,p,k,b,n,e
w,s,g,n,n,c,p
g,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,p,n,b,n,e
b,k,g,h,b,f,p
w,s,u,n,b,n,e
g,s,p,n,b,n,e
w,s,g,k,n,c,p
w,s,u,k,b,n,e
p,s,u,k,b,n,e
w,s,w,n,b,n,e
p,s,u,n,b,n,e
b,k,h,h,b,f,p
g,s,p,n,b,n,e
g,s,n,k,b,n,e
p,s,u,k,b,n,e
w,s,n,k,n,c,p
p,s,n,k,b,n,e
p,s,p,k,b,n,e
p,s,n,k,b,n,e
w,s,u,k,n,c,p
n,k,h,h,b,f,p
p,s,w,n,b,n,e
p,k,g,h,b,f,p
w,s,n,n,n,c,p
g,s,w,k,b,n,e
w,s,p,n,b,n,e
w,s,n,n,b,n,e
p,s,w,n,b,n,e
w,s,p,n,n,c,p
w,s,u,n,b,n,e
b,k,g,h,b,f,p
w,s,w,n,b,n,e
g,s,p,n,b,n,e
w,s,u,k,n,c,p
g,s,n,n,b,n,e
w,s,g,n,n,c,p
p,s,n,n,b,n,e
b,k,p,h,b,f,p
w,s,w,k,b,n,e
w,s,p,n,n,c,p
n,k,p,h,b,f,p
g,s,u,n,b,n,e
w,s,w,k,b,n,e
w,s,u,n,n,c,p
n,k,p,h,b,f,p
w,s,n,n,b,n,e
b,k,p,h,b,f,p
p,s,w,k,b,n,e
p,s,u,k,b,n,e
n,k,h,h,b,f,p
w,s,n,k,b,n,e
w,s,p,k,b,n,e
g,s,w,n,b,n,e
p,s,w,k,b,n,e
b,k,g,h,b,f,p
w,s,u,n,b,n,e
w,s,w,k,b,n,e
p,s,p,n,b,n,e
w,s,p,n,b,n,e
w,s,w,k,b,n,e
b,k,p,h,b,f,p
w,s,g,n,n,c,p
b,k,g,h,b,f,p
g,s,u,n,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
p,s,w,n,b,n,e
p,s,w,n,b,n,e
g,s,n,k,b,n,e
g,s,n,k,b,n,e
n,k,h,h,b,f,p
p,s,w,n,b,n,e
w,s,p,n,b,n,e
n,k,p,h,b,f,p
w,s,p,k,n,c,p
w,s,p,k,n,c,p
g,s,u,n,b,n,e
p,k,h,h,b,f,p
w,s,n,n,n,c,p
w,s,w,n,b,n,e
w,s,u,n,b,n,e
p,s,p,k,b,n,e
n,k,p,h,b,f,p
g,s,u,n,b,n,e
w,s,w,n,b,n,e
w,s,u,n,b,n,e
p,k,p,h,b,f,p
w,s,n,n,n,c,p
p,s,u,k,b,n,e
w,s,g,n,n,c,p
w,s,u,n,n,c,p
b,k,h,h,b,f,p
p,s,n,n,b,n,e
g,s,n,k,b,n,e
p,k,p,h,b,f,p
w,s,u,k,b,n,e
p,s,w,n,b,n,e
w,s,u,n,b,n,e
w,s,n,n,b,n,e
p,s,u,k,b,n,e
p,s,u,k,b,n,e
w,s,w,k,b,n,e
g,s,w,n,b,n,e
p,s,n,n,b,n,e
p,s,w,n,b,n,e
g,s,w,k,b,n,e
w,s,p,n,b,n,e
p,s,p,n,b,n,e
p,s,p,n,b,n,e
w,s,n,k,b,n,e
p,s,p,k,b,n,e
n,k,h,h,b,f,p
p,s,p,n,b,n,e
g,s,n,k,b,n,e
p,s,w,n,b,n,e
p,s,w,k,b,n,e
g,s,w,n,b,n,e
n,k,h,h,b,f,p
w,s,w,n,b,n,e
b,k,g,h,b,f,p
p,s,u,n,b,n,e
g,s,n,n,b,n,e
w,s,u,k,b,n,e
b,k,h,h,b,f,p
w,s,n,n,b,n,e
g,s,p,n,b,n,e
n,k,h,h,b,f,p
w,s,w,k,b,n,e
w,s,u,k,n,c,p
w,s,w,n,b,n,e
w,s,g,k,n,c,p
p,s,n,k,b,n,e
w,s,n,n,n,c,p
p,s,p,n,b,n,e
g,s,u,n,b,n,e
w,s,p,k,b,n,e
w,s,w,n,b,n,e
w,s,p,k,n,c,p
w,s,n,k,b,n,e
g,s,n,k,b,n,e
w,s,n,k,n,c,p
p,s,u,k,b,n,e
w,s,u,n,n,c,p
g,s,w,k,b,n,e
p,k,g,h,b,f,p
p,s,p,n,b,n,e
p,k,h,h,b,f,p
p,s,n,k,b,n,e
p,s,u,n,b,n,e
p,s,u,k,b,n,e
w,s,g,k,n,c,p
p,k,h,h,b,f,p
p,s,p,n,b,n,e
w,s,w,k,b,n,e
w,s,n,k,b,n,e
w,s,p,n,b,n,e
w,s,u,k,b,n,e
p,s,n,n,b,n,e
p,k,g,h,b,f,p
p,s,u,n,b,n,e
p,s,u,k,b,n,e
w,s,n,k,b,n,e
w,s,n,k,n,c,p
p,s,p,k,b,n,e
w,s,p,n,b,n,e
b,k,p,h,b,f,p
w,s,n,n,b,n,e
w,s,n,k,n,c,p
p,s,n,k,b,n,e
w,s,n,k,n,c,p
p,k,g,h,b,f,p
p,k,h,h,b,f,p
g,s,u,n,b,n,e
g,s,p,n,b,n,e
w,s,p,n,b,n,e
g,s,p,k,b,n,e
n,k,h,h,b,f,p
w,s,u,n,b,n,e
p,s,n,k,b,n,e
n,k,g,h,b,f,p
g,s,u,k,b,n,e
w,s,p,n,n,c,p
w,s,u,k,b,n,e
g,s,w,n,b,n,e
w,s,n,n,b,n,e
p,s,w,k,b,n,e
w,s,n,n,b,n,e
w,s,u,k,b,n,e
w,s,p,k,n,c,p
p,s,u,n,b,n,e
n,k,p,h,b,f,p
p,s,n,k,b,n,e
w,s,w,n,b,n,e
g,s,n,n,b,n,e
w,s,u,n,n,c,p
w,s,n,n,n,c,p
w,s,n,n,b,n,e
g,s,w,k,b,n,e
p,s,w,k,b,n,e
p,s,u,n,b,n,e
p,k,p,h,b,f,p
w,s,n,k,n,c,p
w,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,u,k,n,c,p
w,s,p,k,n,c,p
p,s,p,k,b,n,e
p,k,h,h,b,f,p
w,s,p,n,n,c,p
p,k,h,h,b,f,p
w,s,n,n,n,c,p
g,s,w,k,b,n,e
w,s,u,k,n,c,p
p,s,n,n,b,n,e
w,s,n,k,n,c,p
w,s,p,k,n,c,p
g,s,p,k,b,n,e
w,s,n,k,n,c,p
w,s,n,k,n,c,p
g,s,u,n,b,n,e
w,s,u,n,b,n,e
w,s,g,n,n,c,p
g,s,p,k,b,n,e
w,s,n,n,n,c,p
g,s,w,k,b,n,e
b,k,h,h,b,f,p
b,k,g,h,b,f,p
g,s,n,k,b,n,e
b,k,g,h,b,f,p
w,s,p,n,b,n,e
n,k,g,h,b,f,p
p,k,p,h,b,f,p
w,s,n,k,b,n,e
g,s,w,k,b,n,e
w,s,p,n,n,c,p
w,s,n,n,b,n,e
p,k,p,h,b,f,p
b,k,h,h,b,f,p
p,k,p,h,b,f,p
b,k,p,h,b,f,p
w,s,g,n,n,c,p
n,k,h,h,b,f,p
p,k,g,h,b,f,p
n,k,h,h,b,f,p
n,k,h,h,b,f,p
n,k,g,h,b,f,p
g,s,n,k,b,n,e
n,k,g,h,b,f,p
b,k,p,h,b,f,p
b,k,g,h,b,f,p
w,s,w,k,b,n,e
g,s,n,n,b,n,e
