@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R15,13,9,20,8,5,23-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6,5,7'

@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-size {b,n}
@attribute class {e,p}

@data
w,s,k,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,k,c,n,p
w,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
p,k,h,f,b,p
g,s,k,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
w,s,n,n,b,e
w,s,n,c,n,p
b,k,h,f,b,p
g,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,n,c,n,p
b,k,h,f,b,p
w,s,n,c,n,p
w,s,k,n,b,e
w,s,k,n,b,e
w,s,k,c,n,p
w,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
w,s,n,c,n,p
w,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
p,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
p,k,h,f,b,p
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
p,k,h,f,b,p
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,c,n,p
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
n,k,h,f,b,p
w,s,n,c,n,p
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
g,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
p,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,k,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,n,c,n,p
w,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
g,s,k,n,b,e
w,s,n,n,b,e
p,k,h,f,b,p
g,s,n,n,b,e
w,s,n,c,n,p
w,s,n,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
w,s,k,c,n,p
p,k,h,f,b,p
p,s,n,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,s,n,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
b,k,h,f,b,p
p,s,n,n,b,e
p,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
w,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
n,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
g,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
w,s,n,c,n,p
w,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
g,s,n,n,b,e
w,s,k,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
w,s,n,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,n,c,n,p
b,k,h,f,b,p
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
w,s,k,c,n,p
g,s,n,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
w,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
p,s,k,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
b,k,h,f,b,p
p,s,n,n,b,e
g,s,k,n,b,e
p,k,h,f,b,p
w,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
b,k,h,f,b,p
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,c,n,p
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
p,k,h,f,b,p
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
w,s,k,c,n,p
p,k,h,f,b,p
p,k,h,f,b,p
g,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
w,s,n,c,n,p
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
w,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
w,s,k,c,n,p
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
w,s,k,c,n,p
p,s,k,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
p,k,h,f,b,p
w,s,n,c,n,p
g,s,k,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
w,s,k,c,n,p
w,s,k,c,n,p
g,s,k,n,b,e
w,s,k,c,n,p
w,s,k,c,n,p
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
w,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
w,s,n,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
w,s,n,c,n,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,s,n,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,n,c,n,p
n,k,h,f,b,p
g,s,k,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
b,k,h,f,b,p
p,k,h,f,b,p
p,s,k,n,b,e
g,s,n,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
w,s,n,c,n,p
w,s,k,c,n,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
w,s,n,n,b,e
w,s,h,f,b,p
b,k,h,f,b,p
p,s,k,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
b,k,h,f,b,p
p,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,n,c,n,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,k,c,n,p
p,s,n,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
w,s,h,f,b,p
n,k,h,f,b,p
w,s,w,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
g,s,n,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
w,s,n,c,n,p
w,s,n,c,n,p
n,k,h,f,b,p
w,s,h,f,b,p
b,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
g,s,n,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
g,s,n,n,b,e
w,s,n,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
w,s,w,y,n,p
n,k,h,f,b,p
p,k,h,f,b,p
w,s,n,c,n,p
b,k,h,f,b,p
w,f,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
p,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,k,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
w,s,k,n,b,e
w,s,k,c,n,p
b,k,h,f,b,p
n,k,h,f,b,p
w,s,n,c,n,p
p,k,h,f,b,p
n,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
p,k,h,f,b,p
w,s,n,c,n,p
w,s,k,c,n,p
p,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
g,s,n,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
w,f,h,n,n,e
w,s,n,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
g,s,n,n,b,e
p,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
g,s,k,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
p,s,w,y,n,p
p,k,h,f,b,p
p,k,h,f,b,p
p,s,n,n,b,e
p,s,w,f,n,p
g,s,n,n,b,e
w,s,r,n,b,p
g,s,k,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
w,s,n,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
g,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
p,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
p,s,k,n,b,e
p,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,k,c,n,p
p,s,k,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
w,s,k,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
g,s,n,n,b,e
g,s,k,n,b,e
w,f,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
w,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,s,n,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
p,s,k,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,f,w,n,n,e
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,s,k,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
p,s,k,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
w,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
w,f,h,f,b,p
p,s,n,n,b,e
p,k,w,y,n,p
w,s,n,n,b,e
w,s,k,c,n,p
w,s,n,c,n,p
w,k,w,y,n,p
p,k,h,f,b,p
b,k,h,f,b,p
w,f,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,s,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,h,f,b,p
b,k,h,f,b,p
w,s,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
g,s,n,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
w,s,k,c,n,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,f,w,n,n,e
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,s,w,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
e,s,w,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,f,h,n,n,e
b,k,h,f,b,p
p,k,h,f,b,p
w,s,w,s,n,p
n,k,h,f,b,p
n,y,w,n,n,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,s,k,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,s,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
e,s,w,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,s,w,n,n,p
w,s,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
p,s,n,n,b,e
p,k,w,y,n,p
p,k,h,f,b,p
n,k,h,f,b,p
g,s,k,n,b,e
e,s,w,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
w,f,h,n,n,e
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
w,f,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
w,s,w,n,b,e
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,s,w,y,n,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
w,s,k,c,n,p
p,k,h,f,b,p
w,f,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
e,s,w,n,b,e
b,k,h,f,b,p
w,k,w,s,n,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
w,f,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,s,k,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,f,w,n,n,e
b,k,h,f,b,p
n,k,h,f,b,p
y,y,w,n,n,p
b,k,h,f,b,p
w,s,h,f,b,p
w,s,w,n,b,e
p,k,w,y,n,p
w,s,k,c,n,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
w,s,w,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
p,s,w,s,n,p
b,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
w,f,h,n,n,e
e,s,w,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
w,f,h,f,b,p
w,s,r,n,b,p
n,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
b,k,h,f,b,p
g,s,n,n,b,e
w,f,h,n,n,e
p,k,h,f,b,p
b,k,h,f,b,p
b,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
p,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
n,k,h,f,b,p
p,k,h,f,b,p
